Review,Cleaned_Review,Label
"giao hàng nhanh, hàng đúng mẫu",giao nhanh đúng mẫu,1
"hàng bằng vải cô tông , mát , thấm hút mồ hôi tốt , chất lượng đạt chuẩn theo giá tiền , 10 quần 1 side XL nhưng không đều có 3 cái hơi lớn cở XXL , nhìn chung đạt 4 sao",bằng vải cô tông_mát thấm hút mồ_hôi tốt chất_lượng_lượng đạt chuẩn theo giá tiền quần_side xl không_đều cái hơi lớn cở xl nhìn_chung đạt sao,1
sp mình chưa mặc. song nhìn cách đóng gói. nhãn mác đầy đủ là ok rồi. đợi hôm nào sử dụng rồi nxet tiếp,chưa_mặc_song nhìn cách đóng_gói nhãn_mác đầy_đủ tốt đợi hôm nào sử_dụng nxet tiếp,1
Đóng gói đẹp,đóng_gói đẹp,1
"Giá hợp lý, chất liệu thoáng mát, không bị ngấn, rất thoải mái. Luôn ủng hộ shop",giá hợp_lý chất_lượng_liệu thoáng mát không_bị_ngấn rất thoải_mái ủng_hộ,1
"Chất vải mịn,mát, sẽ ủng hộ tiếp",chất_lượng vải mịn_mát sẽ ủng_hộ tiếp,1
"cực kỳ hài lòng, vải cotton đẹp, đường may cẩn thận nói chung rất ok đáng mua",cực_kỳ hài_lòng vải coton đẹp đường may cẩn_thận nói_chung rất tốt_đáng mua,1
Sp ok đáng tiền,tốt đáng tiền,1
"sản phẩm mềm, mịn hơn của vera. màu bên ngoài nhạt hơn hình 1 chút. ko biết có giãn nhiều ko vì ko thấy ôm lắm. mọi người mua nên lùi 1-2 size.",mềm mịn hơn vera màu bên ngoài nhạt hơn hình chút không_biết giãn nhiều không_vì không_thấy ôm lắm mọi người mua nên lùi size,1
"chất vải thun lạnh, ôm dáng, size chuẩn. đóng gói đẹp, nhãn mác rất tốt. màu sắc rất đẹp. thanks tiki",chất_lượng vải thun lạnh ôm_dáng size_chuẩn đóng_gói đẹp nhãn_mác rất tốt màu_sắc rất đẹp thanks tiki,1
Hàng đẹp giá cũg ok nữa,đẹp giá cũg tốt nữa,1
"Giao hàng nhanh, đúng size, vải mềm k mỏng",giao nhanh đúng size vải mềm không_mỏng,1
sợ ok,sợ tốt,1
vải mềm mua sale khoảng 15k/ c cũng khá okie ạ,vải mềm mua sale khoảng không_c cũng khá okie,1
"Rất Ok, dễ chịu",rất tốt dễ_chịu,1
"Chất liệu vải mềm, màu sắc cũng dễ thương. Tính ra chỉ 20k 1 cái thì quá ổn.",chất_lượng_liệu vải mềm màu_sắc cũng dễ_thương tính ra chỉ không_cái quá ổn,1
OK.Hai lòng,tốt hai lòng,1
Vải hơi giày dặn. Ai thích mỏng thì loại này chưa hợp nha,vải hơi giày dặn ai thích mỏng loại chưa_hợp,1
"Đúng như quảng cáo ""Form quần ôm vừa vặn, định hình tốt, tôn lên vòng 3"" sản phẩm tốt đẹp. chất mặc thích. giao hàng ok",đúng như quảng_cáo form quần_ôm vừa vặn định_hình tốt tôn lên vòng tốt_đẹp chất_lượng mặc thích giao tốt,1
Hàng này xài OK. Đóng gói cẩn thận,xài tốt đóng_gói cẩn_thận,1
trên cả tuyệt vời,trên cả tuyệt_vời,1
"quần mặc thoải mái nhưng bị lằn mông bạn nào hay mặc váy hoặc đồ mỏng, bó thì ko nên chọn",mặc thoải_mái lằn mông bạn nào hay mặc_váy hoặc đồ mỏng_bó không_nên chọn,1
"Quần đường may rất cẩn thận. mà chất mát. Modal cũng là chất liệ thoáng chứ ko phải thun lạnh hay gì đâu nhé. chỉ tiếc là hơi nhiều màu sáng. Nếu nhiều màu tối thì giặt giũ tiện hơn. Đợt mình mua có 180k, bh quay lại giá 450k. Đúng là rất hời",đường may rất cẩn_thận chất_lượng mát_modal cũng chất_lượng liệ_thoáng chứ không_phải thun lạnh hay gì đâu chỉ tiếc hơi nhiều màu sáng nếu nhiều màu tối giặt giũ_tiện hơn đợt mua không_bh quay lại giá không_đúng rất hời,1
"chất mềm, giá sale rẻ. Hài lòng",chất_lượng mềm giá sale rẻ hài_lòng,1
Tiki đóng gói và giao hàng nhanh. Mình nhận được đầy đủ các màu. Cám ơn shop. Chất liệu khá tốt. Sẽ ủng hộ tiếp,tiki đóng_gói giao_sản_phẩm nhanh nhận đầy_đủ màu cám_ơn chất_lượng_liệu khá tốt sẽ ủng_hộ tiếp,1
giao hàng thân thiện. nhưng quần thì cứ như của các bô lão mặc í. U32 mua mà lại đem cho bà ngoại U56.,giao thân_thiện cứ như bô_lão mặc í_u mua mà_lại đem bà ngoại_u,1
ok như mọi khi vẫn mua,tốt như mọi_khi vẫn mua,1
"Chat luong tot, mau ma dep",chat luong tot mau ma dep,1
"mông mình là 97 cm, mà mình chọn size M, mua về mặc cũng khá rộng đối với màu trắng, còn những màu khác thấy cũng bình thương, nhưng thôi thì hàng giảm giá thì chấp nhận thôi",mông cm chọn size m mua về mặc cũng khá rộng đối_với màu trắng còn màu khác thấy cũng bình_thương thôi giảm_giá chấp_nhận thôi,1
"Nhận hàng mình thấy khá là đẹp mắt, đóng gói cẩn thận. Điểm này thì mình khá ưng!  Chất liệu vải mềm  Nhưng chất liệu thành phần k phải cotton",nhận thấy khá đẹp_mắt đóng_gói cẩn_thận điểm khá ưng chất_lượng_liệu vải_mềm chất_lượng_liệu thành_phần không_phải coton,1
ok okokkkkkklll,tốt okokl,1
"Chất cotton thoáng mát, giày phơi thun vẫn dày dặn, mình có đặt mua thêm Điểm trừ là kiểu dáng không thời trang",chất_lượng coton thoáng mát giày phơi thun vẫn dày_dặn đặt mua thêm điểm trừ kiểu_dáng không_thời_trang,1
vải khá là oke,vải khá oke,1
"Quần lót dùng hàng ngày rất thoải mái, chất liệu tốt, chuẩn size. Mình highly recommend mọi người mua sản phẩm này, giá rẻ nhưng chất lượng k hề tồi chút nào đâu.",quần_lót dùng ngày rất thoải_mái chất_lượng_liệu tốt chuẩn size highly_recomend mọi người mua giá rẻ chất_lượng_lượng không_hề tồi_chút nào đâu,1
"Vải mềm, mặc thoáng, chất liệu oke",vải mềm mặc_thoáng chất_lượng_liệu oke,1
"Chất liệu cotton hơi mỏng so với mong đợi, mình từ mua bên Leflair cũng thương hiệu này nhưng chất thun co giãn dễ chịu hơn hẳn. Nhìn chung mua được với giá như vậy. Tạm hài lòng!",chất_lượng_liệu coton hơi mỏng so mong_đợi mua bên leflair cũng thương_hiệu chất_lượng_thun co_giãn dễ_chịu hơn hẳn nhìn_chung mua giá như_vậy tạm hài_lòng,1
"nhận dc sản phẩm không giống với hình ảnh mẫu gì hết, chất liệu vải tạm ổn,",nhận không_giống hình_ảnh mẫu gì hết chất_lượng_liệu vải tạm ổn,0
mỏng. nhẹ. mát. dễ chiu. màu đủ như hình tuy nhiên đóng gói có bụi và cũ kỹ,mỏng nhẹ mát dễ chiu màu đủ như hình tuy_nhiên đóng_gói bụi cũ_kỹ,1
1 số cái vải mùn dễ rách,số cái vải mùn dễ rách,0
Quần OK. Chất coton. Đường may chắc chắn. Mình 48 kg nhưng chọn size L vì ko thích mặc bó nịt vào Mông.,tốt chất_lượng coton đường may chắc_chắn kg chọn size_l vì không_thích mặc bó nịt vào mông,1
Mặc êm khít tuyệt vời,mặc êm_khít tuyệt_vời,1
"Mặc ổn ạ. E mua 1 set 10 rồi lần này lại đặt mua tiếp nè. Chất mềm, co dãn tốt, thấm mồ hôi.",mặc ổn e mua set lại đặt mua tiếp chất_lượng_mềm co_dãn tốt thấm mồ_hôi,1
mình rất thích chất liệu modal của hãng. giá trị cũng rất ổn trong tầm giá.,rất thích chất_lượng_liệu modal hãng giá_trị cũng rất ổn trong tầm giá,1
"Sản phẩm như hình quảng cáo, chất liệu mềm, co dãn, thoáng mát nhưng chất vải hơi mỏng, đánh giá 4*",như hình quảng_cáo chất_lượng_liệu mềm co_dãn thoáng mát chất_lượng vải hơi mỏng đánh_giá,1
Tiki dạo này giao hàng quá tệ. Đặt hàng lúc nào cũng bị giao trễ. Có đơn còn trễ hơn cả tuần mới giao. Quà tặng kèm thì gửi *** là đã làm đơn gửi đi nhưng đến khi nhận hàng thì ko có quà.,tiki dạo giao quá tệ đặt lúc_nào cũng giao_trễ đơn còn trễ hơn cả tuần mới giao quà tặng kèm gửi đã làm đơn gửi đến khi nhận không_có quà,0
"Sản phẩm tốt, vải mỏng, nhẹ, sờ cũng mát, giá hợp lý. tiki giao hàng nhanh. mình mua đợt giá 199k.",tốt vải mỏng nhẹ_sờ cũng mát_giá hợp_lý tiki giao nhanh mua đợt giá không,1
"Chất vải có vẻ khá dễ nhão, tuy nhiên khó có thể đòi hỏi hơn với giá chưa đến 20k. Có điều bảo thanh toán bằng zalopay được giảm 30k mà mình lại ko được giảm???",chất_lượng vải có_vẻ khá dễ_nhão tuy_nhiên khó có_thể đòi_hỏi hơn giá chưa_đến không_có điều bảo thanh_toán bằng zalopay giảm không_mà lại không_được giảm,1
Nhiều hàng đẹp rất hài lòng shipper dễ thương,nhiều đẹp rất hài_lòng shiper dễ_thương,1
"Vải êm, thoáng mát, size chuẩn.",vải êm_thoáng mát size chuẩn,1
"Quần mặc thoáng mát, dễ chịu, sẽ tiếp tục mua sử dụng trong những lần sau",mặc thoáng_mát dễ_chịu sẽ tiếp_tục mua sử_dụng trong sau,1
"vải mềm mại, mát, mặc rất thích, cảm ơn shop bà tiki rất nhiều, sẽ tiếp tục ủng hộ tiki",vải mềm_mại mát_mặc rất thích cảm_ơn bà tiki rất nhiều sẽ tiếp_tục ủng_hộ tiki,1
San phẩm đep y hinh,san_phẩm đep_y hinh,1
"Sản phẩm ưng ý, đã mua lần 2",ưng_ý đã mua,1
"Giao hàng nhanh, giá hợp lý, vải mát, sẽ tiếp tục ủng hộ.",giao nhanh giá hợp_lý vải mát sẽ tiếp_tục ủng_hộ,1
Bx rat thich,bx rat thich,1
"Chất liệu tốt, thoải mái. Vừa nhận hàng đã thấy thích, cảm nhận mềm mại. Nhà mình vừa có người kêu mình mua thêm 1 combo nữa. Giá cả phải chăng,hợp lý mà không lo vì sức khỏe. Mình rất an tâm khi sử dụng sản phẩm này.",chất_lượng_liệu tốt thoải_mái vừa nhận đã thấy thích cảm_nhận mềm_mại nhà vừa người kêu mua thêm combo nữa giá_cả phải_chăng hợp_lý không_lo vì sức khỏe rất an_tâm khi sử_dụng,1
mẫu đẹp nhưng mình lấy số to quá,mẫu đẹp lấy số to quá,1
"Mặc thoáng, thấm hút mồ hôi tốt, co giản thỏa mái. Đường may chắc chắn không bị sổ chỉ",mặc thoáng thấm hút mồ_hôi tốt co_giản thỏa mái đường may chắc_chắn không_bị sổ chỉ,1
giao hàng nhanh đóng gói đẹp chắc chắn mẫu mã đẹp rất ưng sẽ ủng hộ tiki tiếp,giao nhanh đóng_gói đẹp chắc_chắn mẫu_mã đẹp rất ưng sẽ ủng_hộ tiki tiếp,1
"đóng gói đẹp, mặc vừa, thoải mái, được nhiều màu, toàn màu mình thích và dễ mặc đồ. Rất hài lòng.",đóng_gói đẹp mặc vừa thoải_mái nhiều màu toàn màu thích dễ mặc_đồ rất hài_lòng,1
được mua 2 lần rồi xài khá ổn nhưng cũng dễ bẩn,mua xài khá ổn cũng dễ bẩn,1
"Mua bộ này lần 2, chất lượng đảm bảo, màu sắc trung tính.",mua bộ chất_lượng_lượng đảm_bảo màu_sắc trung_tính,1
"sản phẩm khá tốt, thông thoáng và dễ sử dụng, chất liệu mềm, lúc đầu mình tưởng bí những lúc dùng thì khá hài lòng. Điểm trừ duy nhất là màu hơi sáng nên giặt giũ hơi bất tiện, nhưng hoàn toàn hài lòng",khá tốt thông_thoáng dễ sử_dụng chất_lượng_liệu mềm lúc đầu tưởng bí lúc dùng khá hài_lòng điểm trừ duy_nhất màu hơi sáng nên giặt_giũ hơi bất_tiện hoàn_toàn hài_lòng,1
"Mình nhận được sản phẩm, cảm giác ban đầu là hài lòng về màu sắc và kiểu dáng như hình, chất thun mềm và mỏng nhẹ, nhưng khi xem nhãn đính trên sản phẩm thì 92% Nylon và 8% Spandex chứ không phải thun coton như Tiki miêu tả.",nhận cảm_giác ban_đầu hài_lòng về màu_sắc kiểu_dáng như hình_chất_lượng thun_mềm mỏng nhẹ khi xem nhãn_đính trên nylon spandex chứ không_phải thun coton như tiki miêu_tả,1
"Chất liệu nylon mà lại đi bảo là cotton. Không giống như miêu tả sản phẩm. Một hành động *** dối khách hàng. Ừ thì cũng ráng mang về mặc, nhưng vừa giặt được một nước là giãn ra. Nói chung không đáng đồng tiền.",chất_lượng_liệu nylon mà_lại bảo coton_không_giống như miêu_tả một hành_động dối khách sản_phẩm_ừ cũng ráng mang về mặc vừa giặt một nước giãn ra nói_chung không_đáng đồng_tiền,0
"giao hàng đúng hẹn, đầy đủ 10 cái, chất lượng thì cực kì tốt, đóng gói cẩn thận",giao đúng hẹn đầy_đủ cái chất_lượng_lượng cực_kì tốt đóng_gói cẩn_thận,1
"Tôi đã nhiều lần mua combo quần lót Miley Lingerie. Sản phẩm lần này chất liệu thun co giãn tốt, mềm, mịn, thấm hút mồ hôi. Tuy nhiên, size quần rộng hơn so với những lần mua cùng size trước đây.",tôi đã nhiều mua combo quần_lót miley lingerie chất_lượng_liệu thun co_giãn tốt mềm mịn thấm hút mồ_hôi tuy_nhiên size rộng hơn so mua cùng size trước_đây,1
hài lòng phù hợp túi tiền. tiki đóng gói kỉ chỉ có mua 10 nhưng chỉ có 5 màu.,hài_lòng phù_hợp túi_tiền tiki đóng_gói_kỉ chỉ mua chỉ màu,1
"Tôi hài lòng với sản phẩm này.  chỉ có ba màu cơ bản nhưng chất liệu thoáng mát, đẹp, may kĩ, hàng có thương hiệu, xuất xứ. Ủng hộ.",tôi hài_lòng chỉ ba màu cơ_bản chất_lượng_liệu thoáng_mát đẹp_may kĩ_sản_phẩm thương_hiệu xuất_xứ ủng_hộ,1
cung ok .mong rang cang dung cang thich. dao hang nhanh,cung tốt mong rang cang_dung cang thich dao hang nhanh,1
"hàng mềm thấm hút tốt, ghét cái là nhanh dãn.",mềm thấm_hút tốt_ghét cái nhanh dãn,1
"Sản phẩm mặc rất thíchko bị đau hay siết thịt, vải cũng mềm mát nữa . Rất thích",mặc rất thíchko đau hay siết thịt vải cũng mềm_mát nữa rất thích,1
"Chất liệu hàng thấy mịn và mát nhưng mình đặt L mà giao toàn XL nên sử dụng được,gọi đến hot line thì toàn báo bận.Mong kiti đổi hàng lại trong thời gian sớm,tkd",chất_lượng_liệu thấy mịn mát đặt l giao toàn xl nên sử_dụng gọi đến hot line toàn báo bận mong kiti_đổi lại trong thời_gian sớm tkd,1
"Chất vải thoáng mát, vừa vặn dáng người Tuy nhiên 10 bộ mà mình có tới 3 màu trắng, 3 màu kem nhạt hơi bị nhiều màu sáng quá",chất_lượng vải thoáng mát vừa vặn_dáng người tuy_nhiên bộ tới màu trắng màu kem nhạt_hơi nhiều màu sáng quá,1
Tiki giao hàng trễ hơn một chút so với ngày dự kiến?. Sản phẩm đóng gói đẹp. Quần size L to như XL ?. Nói chung hài lòng với sản phẩm ?,tiki giao trễ hơn một_chút so ngày dự_kiến đóng_gói đẹp quần_size l to như xl nói_chung hài_lòng,1
"Đồ lót chất liệu thoáng, tốt",đồ lót chất_lượng_liệu thoáng tốt,1
"Rất hài lòng . Chất vải mịn , mát , đường may sắc sảo . Trong tương lai chắc chắn sẽ mua khi cần .",rất hài_lòng chất_lượng vải mịn mát đường may sắc_sảo trong tương_lai chắc_chắn sẽ mua khi cần,1
Đã đặt hàng 3 lần rất ưng ý,đã đặt rất ưng_ý,1
Thấm hút tốt. Mặc vừa vặn.,thấm hút tốt mặc vừa vặn,1
"Quần dễ thương lắm, chất thích dã man. Lần sau sẽ ủng hộ tiếp ?",dễ_thương lắm chất_lượng thích dã_man sau sẽ ủng_hộ tiếp,1
"Chất liệu mềm, thoáng mát, thấm hút mồ hôi tốt. Sẽ ủng hộ",chất_lượng_liệu mềm_thoáng mát thấm hút mồ_hôi tốt sẽ ủng_hộ,1
"Giao hàng nhanh, đóng gói cẩn thận. Co dãn tốt, thoải mái. Tiếc một chút là thông số chưa chuẩn xác lắm.",giao nhanh đóng_gói cẩn_thận co_dãn tốt thoải_mái tiếc một_chút thông_số chưa_chuẩn xác lắm,1
quần rất đẹp. chất thun cotton mềm mịn.,rất đẹp chất_lượng_thun coton mềm mịn,1
"Đẹp, chất liệu vải tốt, mặc ôm vừa vặn và dễ chịu, rất hài lòng với chất lượng sản phẩm",đẹp chất_lượng_liệu vải tốt mặc ôm vừa vặn dễ_chịu rất hài_lòng chất_lượng_lượng,1
"Chất thun mềm , mịn, thoáng, chất lượng tốt hơn mong đợi.  Giá tốt.",chất_lượng thun mềm mịn_thoáng chất_lượng_lượng tốt hơn mong_đợi giá tốt,1
Rất hài lòng,rất hài_lòng,1
"Chất liệu mịn, êm thấm hút tốt",chất_lượng_liệu mịn_êm thấm hút tốt,1
Mới nhận hàng thì thấy ok,mới nhận thấy tốt,1
"mới khui thử 5 cái, thấy tốt, ưng rồi đó, sẽ còn sử dụng tiki dài dài",mới khui thử cái thấy tốt ưng sẽ còn sử_dụng tiki dài dài,1
Sản phẩm chất lượng👍,chất_lượng_lượng thumbs_up,1
"mua combo 10 cái, mà nhận được có 5 cái. Xưa giờ mua trên TIKI vẫn tin tưởng, hôm nay quá thất vọng!!!!!",mua combo cái nhận cái xưa giờ mua trên tiki vẫn tin_tưởng hôm_nay quá thất_vọng,0
"rất đẹp,  chất liệu tốt,  mặc thấy thoải mái,  mọi người nên mua",rất đẹp chất_lượng_liệu tốt mặc thấy thoải_mái mọi người nên mua,1
"Tiki giao hàng nhanh, đóng gói kỹ. Quần cotton mặc thoải mái, rất tốt",tiki giao nhanh đóng_gói kỹ quần_coton mặc thoải_mái rất tốt,1
"Sản phẩm tốt, kiểu dáng ok, chất lượng và giá cả phù hợp. Mình hài lòng với sản phẩm. Tiki đóng gói và giao hàng mình rất hài lòng.",tốt kiểu_dáng tốt chất_lượng_lượng giá_cả phù_hợp hài_lòng tiki đóng_gói giao rất hài_lòng,1
"tôi không hài lòng lắm,gì sản phẩm không như tôi nghĩ",tôi không_hài_lòng lắm gì không_như tôi nghĩ,0
Chất vải thì được nhưng thiết kế với mình mặc chưa được thoải mái,chất_lượng vải thiết_kế mặc chưa_được thoải_mái,1
"sản phẩm đẹp, chất lượng tốt, mặc thoải mái, mình rất hài lòng",đẹp chất_lượng_lượng tốt mặc thoải_mái rất hài_lòng,1
"Phù hợp với giá tiền, mặc tầm 4-6 tháng thì nên thay1 lần",phù_hợp giá tiền mặc tầm tháng nên thay,1
"giao đúng hàng, vải đẹp",giao đúng vải đẹp,1
"Tôi đã dùng hàng Miley và rất yêu thích nhãn hiệu này ,những mẫu quần lót đẹp,chất liệu co dãn,mặc rất mát,from dáng chuẩn,lần này mua loạt quần thun cotton màu sắc nhã nhặn mặc cho mùa hè cực thích luôn",tôi đã dùng miley rất yêu_thích nhãn_hiệu mẫu quần_lót đẹp chất_lượng_liệu co_dãn mặc rất mát from_dáng chuẩn mua loạt quần_thun coton màu_sắc nhã_nhặn mặc mùa hè cực thích,1
"So với giá thì đáng đồng tiền bát gạo Giá hạt dẻ, có nguồn gốc xuất xứ rõ ràng Nên mua nha các b",so giá đáng đồng_tiền bát gạo giá hạt_dẻ nguồn_gốc xuất_xứ rõ_ràng nên mua b,1
Đặt tikinow giao nhanh 2g vì muốn cầm trên tay xem form quần thế nào. Cảm thấy ưng ý vì giá tốt vải mát. Hy vọng form đẹp,đặt tikinow giao nhanh g vì muốn cầm trên tay xem form thế_nào cảm_thấy ưng_ý vì giá tốt vải mát hy_vọng form đẹp,1
"chất lượng khá tốt,size chuẩn ,màu trang nhã,mình rất thích",chất_lượng lượng khá tốt size chuẩn màu trang_nhã rất thích,1
Mặc mát bím,mặc mát bím,1
Mình dùng sản phẩm này thấy Ok lắm nhé. Mua lần thứ 2 rồi vẫn thấy hài lòng,dùng thấy tốt lắm mua thứ vẫn thấy hài_lòng,1
"Đóng gói lịch sự, hàng dùng ổn hợp với giá tiền, như hình. hàng nhẹ thoải mái , làm sao cho viết đủ 50 ký tự để đăng vậy trời",đóng_gói lịch_sự dùng ổn_hợp giá tiền như hình_sản_phẩm nhẹ thoải_mái làm_sao viết đủ ký tự đăng trời,1
"tiki giao nhầm hàng cho mình. đã gọi điện đến tổng đài mà k thấy ai gọi lại....,???????",tiki giao nhầm đã gọi điện đến tổng_đài không_thấy ai gọi lại,0
hàng sài cũng đc nhưng chất liệu vải k đc đẹp giao hàng cug nhanh,sài cũng chất_lượng_liệu vải không_được đẹp giao cug nhanh,1
Giao hàng size rộng,giao size rộng,0
vải mềm giá tốt,vải mềm giá tốt,1
"ship hàng cực nhanh gọn lẹ. quần thoáng mát, dễ chịu. mình size M nhưng mua L. mặc không hằn mông, thoải mái",ship cực nhanh gọn lẹ quần_thoáng mát dễ_chịu size m mua l mặc không_hằn mông thoải_mái,1
Màu sắc ngẫu nhiên nhưng tạm ổn Hihi Phải được lựa màu thì dễ hơn ?,màu_sắc ngẫu_nhiên tạm ổn hihi phải lựa màu dễ hơn,1
"Sản phẩm tốt, thoải mái, tiki giao hàng nhanh",tốt thoải_mái tiki giao nhanh,1
Rất tốt mong công ty ra những sản phẩm uy tín chất lượng,rất tốt_mong công_ty ra uy_tín chất_lượng lượng,1
"Sản phẩm được đóng gói bao bì nhựa sạch đẹp,  như mô tả trên TIKI. Thấy khá tốt.",đóng_gói bao_bì nhựa sạch_đẹp như mô_tả trên tiki thấy khá tốt,1
Sản phẩm okie. Coa thể xài đc! Tuy nhiên size XL hơi lớn!,okie coa_thể xài tuy_nhiên size xl hơi lớn,1
"quần mặc rất ok, sẽ tiếp tục ủng hộ shop",mặc rất tốt sẽ tiếp_tục ủng_hộ,1
"quần khá tốt, size vừa mông, chất liệu mát",khá tốt_size vừa mông chất_lượng_liệu mát,1
"Vải xấu, màu tệ hơn hình. mua rồi ko biết vứt đâu. lần đầu thất vọng về tiki",vải xấu màu tệ hơn hình mua không_biết vứt đâu đầu thất_vọng về tiki,0
"Sp đề không phải cotton nên hơi e ngại vì mình hơi kén chất liệu không thông thoáng. Nhưng sp này mình sd thấy hài lòng. Mềm, nhẹ, thoáng mát. Đường may đẹp, màu sắc nhã nhặn. Giá tốt cho sp.",đề_không_phải coton nên hơi e_ngại vì hơi kén chất_lượng_liệu không_thông_thoáng sd thấy hài_lòng mềm nhẹ_thoáng mát đường may đẹp màu_sắc nhã_nhặn giá tốt,1
"Đẹp, giá rẻ, sp chất lượng",đẹp giá rẻ chất_lượng lượng,1
"Mình từng sử dụng sản phẩm của Miley trước đây, so với các thương  hiệu đồ lót khác, mình rất hài lòng về chất lượng và kiểu dáng của Miley.",từng sử_dụng miley trước_đây so thương_hiệu đồ_lót khác rất hài_lòng về chất_lượng_lượng kiểu_dáng miley,1
"mua hàng của tiki rất nhiều lần rồi và lần nào cũng ưng ý. Quần đẹp, co giãn tốt, thấm hút mồ hôi. Đóng gói đẹp, cẩn thận, giao hàng nhanh.",mua tiki rất nhiều nào cũng ưng_ý quần_đẹp co_giãn tốt thấm hút mồ_hôi đóng_gói đẹp cẩn_thận giao nhanh,1
"giao hàng nhanh, vừa vặn, rất ưng ý nè",giao nhanh vừa vặn rất ưng_ý,1
Mình chót nhận hàng mà không kiểm tra giờ mở ra thất vọng quá. 1 túi có lẫn mấy loại quần liền mà.m vải nhão nhão khó chịu lắm chắc vài bữa là bung thôi,chót nhận không_kiểm_tra giờ mở ra thất_vọng quá túi lẫn mấy loại liền m vải nhão_nhão khó_chịu lắm chắc vài bữa bung thôi,0
"chất lượng vải tốt, giao hàng nhanh",chất_lượng lượng vải tốt giao nhanh,1
"san pham dep, giao hang nhanh, chat luong san pham dung voi mô ta.",san pham dep giao hang nhanh chat luong san pham_dung voi mô ta,1
"Chất vải rất thích nhưng lỡ mà dây bẩn ra thì giặt rất khó sạch. Nói chung là hài lòng, có thể đặt mua lại lần nữa.",chất_lượng vải rất thích lỡ dây bẩn ra giặt rất khó sạch nói_chung hài_lòng có_thể đặt mua lại nữa,1
Sản phẩm phù hợp với giá tiền,phù_hợp giá tiền,1
"Chất vải tốt, mình đã dùng và giặt tay vài lần mà k bị xù hay giãn vải. Kiểu đang cơ bản ok. Size to hơn bình thường khoảng 1/2 size nha",chất_lượng vải tốt đã dùng giặt tay vài không_bị_xù hay giãn vải kiểu đang cơ_bản tốt size to hơn bình_thường khoảng size,1
Dep chuan hai long ?,dep chuan hai long,1
Sản phẩm tốt thoáng mát dễ chịu,tốt_thoáng mát dễ_chịu,1
Mình mua sp này 3 lần rồi .rất Ok,mua rất tốt,1
Không nên mua ạ.,không_nên mua,0
"Màu sắc như hình, mặc đẹp dễ chịu, rất vừa ý. Mới mặc đã thích ngay. Ko biết sau khi giặt có xuống màu và mau giãn ko thì chưa biết.",màu_sắc như hình mặc đẹp dễ_chịu rất vừa_ý mới mặc đã thích ngay không_biết sau khi giặt xuống màu mau giãn không_thì chưa_biết,1
"Hàng đóng gói đẹp,chất liệu vải mềm ,mịn như mong đợi..sẽ tiếp tục chọn sản phẩm Miley Lingerie",đóng_gói đẹp chất_lượng_liệu vải mềm_mịn như mong_đợi sẽ tiếp_tục chọn miley lingerie,1
"Đường may chắc chắn, vải mềm, giá cả hợp lý, bao bì gọn, đẹp, lịch sự cũng thích hợp làm quà tặng",đường may chắc_chắn vải mềm giá_cả hợp_lý bao_bì gọn đẹp lịch_sự cũng thích_hợp làm_quà tặng,1
"Giao hàng siêu nhanh, đặt từ tối hôm qua, gần trưa hôm nay đã nhận được hàng rồi. Size chuẩn, vải mềm mịn, giao đều màu.",giao siêu nhanh đặt tối hôm_qua gần trưa hôm_nay đã nhận size chuẩn vải mềm mịn giao đều màu,1
"Quần đẹp , chất thum mát ,",đẹp chất_lượng thum mát,1
"Rất hài lòng. Chất mềm mịn,mát.",rất hài_lòng chất_lượng_mềm mịn mát,1
"Dùng tốt, không có gì xấu cả, hài lòng 50 50 50 50 ký tự",dùng tốt không_có gì xấu cả hài_lòng ký tự,1
"Chất lượng, giá cả hợp lí",chất_lượng lượng giá_cả hợp_lí,1
"Chất liệu thoáng mát nhưng quần nhanh cũ, bị bai dão.",chất_lượng_liệu thoáng_mát nhanh cũ bai dão,1
Sản phẩm chất lượng vừa với giá tiền. Màu sắc basic đẹp.,chất_lượng_lượng vừa giá tiền màu_sắc basic đẹp,1
Chất vải rất tốt nha. Nói chung rất hài lòng về sản phẩm,chất_lượng vải rất tốt_nha nói_chung rất hài_lòng về,1
Bộ 10 Quần Lót Nữ Modal Miley Lingerie chất vải ổn. Quần có kích thước chuẩn. Nên mua,bộ quần_lót nữ modal miley lingerie chất_lượng vải ổn kích_thước chuẩn nên mua,1
"Rất tốt, mặc không có cảm giác đang mặc quần lót luôn",rất tốt mặc không_có cảm_giác đang mặc quần_lót,1
"Nghi ngờ về nguồn gốc, xuất xứ của sản phẩm. Tên sản phẩm không được in lên vỏ chai mà được dán bằng tờ giấy rời. Tờ giấy dán cũng rất cẩu thả, lệnh trên lệch dưới như trên hình.",nghi_ngờ về nguồn_gốc xuất_xứ tên không_được in lên vỏ_chai dán bằng tờ giấy rời tờ giấy dán cũng rất cẩu_thả lệnh trên lệch dưới như trên hình,0
Hàng không đúng của 3M. Tên và logo của sản phẩm được in trên giấy quấn trên thân ống xịt bằng băng keo. Đã xịt thử và không tẩy được băng keo trên kính.  Nghi ngờ hàng dỏm.,không_đúng m tên logo in trên giấy quấn trên thân ống xịt bằng băng_keo đã xịt thử không_tẩy băng_keo trên kính nghi_ngờ kém,0
