Review,Rating,Label
"vải mềm co dãn, giao hàng nhanh",5,1
toits,5,1
"Mình chưa dùng nhưng mẫu này mình đã mua đi mua lại nhiều lần, mặc thoải mái.",5,1
"Sp Ưng ý, đóng gói đẹp, mặc mát lắm, cảm ơn shop Mình sẽ tiếp tục ủng hộ shop",5,1
Chờ 2 tháng giãn cách hơn mới được giao. Mình mua 3-4 lần rồi vì mặc rất dễ chịu,5,1
"chất liệu vải rất tốt rất thoáng ạ. nhưng chưa kịp kiểm tra vì bận chút việc, khi kiểm tra thì thấy chất liệu rất tốt mà tại sao tiki lại giao có 5 cái ạ? rõ ràng trên bì ghi 10 cái! mong tiki phản hồi nhanh nhất có thể ạ vì tôi tin sự uy tín ở tiki.",5,1
Mua lần 2 vẫn hài lòng ok,5,1
Kiểu dáng đẹp.Dùng được,4,1
"hàng chất lượng, khách hàng trung thành",5,1
"hàng chất lượng, mặc mát thấm hút mồ hôi tốt. Được tặng quà bất ngờ. Shop uy tín.",5,1
Tốt so với giá,5,1
"chất thun mịn, mát, đẹp, hàng đẹp hơn mong đợi, hàng giao quá lâu",5,1
"Chất vải thấm hút tốt, bận thoải mái. Bình thường mình hay mặc size M, nhưng form này lấy size S OK. Hài lòng với chất lượng nhưng buồn xíu là đặt 10 cái mà nhận được có 9 cái thôi, mất đúng cái màu nude.",5,1
"Vải tạm, với mình thì thấy không mềm lắm đâu ạ. Viền quần khá cứng nên bị ngấn mông ngồi khá là đau mông và sẽ hằn nhiều khi mặc đồ. Mình đã mua thử annie, paltal (combo 10 cái nhưng toàn giao màu đậm ko được đẹp), miley thì combo vải miley này ko mềm bằng 2 loại kia. Màu nude, màu đen nhìn ok còn màu hồng nhạt và trắng nhìn kiểu hơi rẻ tiền nên ko đẹp. Mình mua đúng size L sau khi đọc nhận xét của mấy bạn, mình 53kg và vòng 3 khoảng 91cm, vừa nhưng rộng hơn xíu thì cũng thoải mái. Mỗi bịch có cả nude đen hồng trắng kem đủ cả nhé.",2,0
"bao bì đẹp, vải mỏng mà nhìn ko chắc chắn, chưa dùng nên chưa rõ chất lượng",5,1
Bx mặc rất thích. Mua lần 2.,5,1
"Quần tạm được, giá khá cao so với chất lượng",4,1
"vòng mông 95 mà gửi size s thì mặc thế nào được, xem thế nào hướng dẫn đổi size đi shop",1,0
"Đặt size XL mà giao size S, không mặc vừa, mong shop đổi lại size XL!",1,0
"Quần co giãn, thoáng mát, mua được giá rẻ",5,1
"2 set mình mua đều gam màu sáng là chủ yếu, rất ưng, chất vải đẹp, sờ sướng tay :))) size XL nhìn có vẻ nhỏ như size M vậy",5,1
Mông mình hơn 100 ko ngờ mặc XL cũng vừa khít . Co giãn tuyệt vời. Ko bị lằn mỡ bụng. Mềm mại và dày vừa đủ - vẫn thoáng. Mặc rất thoải mái. Package cũng đẹp mắt gọn gàng. Màu nào cũng có. Sẽ tiếp tục ủng hộ shop!,5,1
"Chất ok, từng dùng qua chất này, nên ko thấy giãn, thấy nhiều bạn coi chất sợ giãn. Có điều ko hài lòng là size rộng hơn bình thường, mua về ko mặc vừa fai cho. Tuy các bạn có thông tin kích thước, nhưng các bạn cần lưu ý thói quen chung chọn size. Khi của các bạn mã size và kích thước khác hơn thì nên có lưu ý.",4,1
chất liệu vải ok,5,1
"Sản phẩm đúng như hình, chất lượng xứng với giá tiền",5,1
"Chất vải êm thoáng, không mỏng không dày. Cảm giác trên da dễ chịu. Có điều mua combo 10 cái thì va trúng phải 4 cái hồng baby hơi bị teen quá đà, mà chẳng có cái nào màu be cho dễ mặc, hic.",5,1
"chất lượng, giao hàng nhanh.",5,1
"chất lương, gioa hàng nhanh.",5,1
Ok. Kiểu đơn giản ko lỗi mốt,5,1
Tốt,5,1
"chưa mặc nên chưa biết thế nào, nhưng sờ vào mát lạnh, khi nào mặc rồi sẽ feedback sau.",5,1
"Tôi rất là hài lòng với sản phẩm của bạn ban cho tôi rất là chất lượng, mềm mại, êm ả, mặc vào không bị nổi lần thung rất đẹp",5,1
"Mình mua được 1 tuần. Quần mặc mát, thoải mái, giặt mau khô.  Mọi người nên chọn size quần theo số đo vòng mông mới đúng size",5,1
hàng đẹp vải mềm.. nên mua nhe mọi người râttttt ưng ý luônnnn nhé,5,1
Tốt,5,1
Hàng mặc rất thích. Đã mua rất nhiều. Sẽ mua lại lsau,5,1
"loại vải này mềm. êm.như hình, hút mồ hôi tốt, rất ưng ý. Bạn này sành điệu ko nên mua. kiểu truyền thống",5,1
"Tiki đóng gói đẹp, hàng giao đẹp tính ra chỉ có 20k/1 quần..chất cotton mặc mềm thoải mái..đã từng mua ngoài chợ nhưng giá cao hơn xíu..mua tiki vửa rẻ lại còn được giao nhanh trong vòng 2h...mọi ngừoi nên mua nhé.. Nên mua nhỏ hơn 1 size so với size đúng của mình",5,1
Sản phẩm tốt. May đẹp. Rẻ,5,1
"mình đặt đúng sizes vừa vặn,tiki cung cấp SP tốt, màu ưng ý, nhã nhặn, 10 quần giá 199k. giao hàng chậm thật mặc dù thanh toán qua momo, được miễn phí tiki now,ma đến gần 1 tuần mới nhận đủ hàng.",4,1
Rất ok. Mua giảm xuống 1 size,1,0
"Hàng giao đúng size, đúng kiểu, sớm hơn dự kiến & toàn màu dễ dùng",5,1
giá hơi chát so với chất liệu vải của sản phẩm,4,1
Chất liệu mềm mại,5,1
Ok nha. Hàng 10 cái chia thành 2 bịch 5 cái. Mình mua đây là lần thứ 2 rồi ạ,5,1
vải rất êm,5,1
"Chất vải tốt, quần đẹp!",5,1
👍,5,1
Hàng đẹp,5,1
Không đẹp,4,1
sản phẩm được đóng gói cẩn thận.,5,1
"sản phẩm thấm hút mồ hôi, co giãn tốt",5,1
Chất liệu mềm mát. Rất đáng sử dụng. Sẽ tiếp tục mua dùng,5,1
"Giao không đúng màu, màu đỏ hồng không luôn.",1,0
"Quần vải mát, đường may đẹp",5,1
quần vải đẹp mắt giao màu gì k à. đúng là đồ sale có khác,2,0
giao nhanh,5,1
"Sinh nhật tiki, 199K/5c x 2 túi, free ship, gồm 5 màu: đen, trắng, da, hồng nhạt, kem. Co giãn tốt, thấm hút tốt. Chuẩn size như bảng hướng dẫn. Mặc vào rất OK. Nên mua. Thanks!",5,1
"Lần này nhận hàng, nơ của quần không giống như hình cũng như lần mua trước, tuy nhiên chất lượng đạt yêu cầu, thun mát và co giãn tốt.",5,1
chưa xài nhưng nhìn vải ok,5,1
"Sản phẩm đẹp, đóng gói đàng hoàng",5,1
"giao hàng nhanh, sp ưng ý",5,1
mặc rất thoải mái,5,1
quần sờ mềm mại lắm. chưa mặc thử nên k biết vừa k. nhưng mà cảm quan ban đầu là thích,5,1
Mua 2 lần hàng ko giống mẫu,1,0
Quần mặc êm rất mát,5,1
nhận được hàng rất ưng về chất nhưng mà mshop giao m2 túi mà 5 chiếc màu trắng lận.,5,1
"Đặt size L, giao size S là sao vậy? Có đổi trả được ko ạ?",2,0
"Sản phẩm thoáng mát, chất liệu tốt. Ủng hộ hàng VN. Có điều giá hơi cao",4,1
cũng ổn với giá tiền,4,1
Mềm mại,5,1
"đã nhận hàng và thấy chất lương quần rất ok,sờ chất rất thích",5,1
Vai mat,5,1
Chất vải cotton mềm mặc thích,4,1
Đẹp như hình,5,1
mặc thoải mái,5,1
"Mặc thoải mái, ko có cảm giác luôn, nhưng vải cảm giác hơi mỏng. Màu trắng và đen trông đẹp còn những màu khác trông hơi ko sang cho lắm.",4,1
quần đẹp đúng size. mua lúc giá giảm. 217k 10 cái..,5,1
"Tiki giao hàng rất nhanh.  Quần chất liệu cotton nên rất mềm mại,  thoải mái. Vì chất liệu cotton nên k bền như n loại khác n m vẫn chấm 5☆",5,1
"Chất liệu êm ái, thoáng mát, dễ sử dụng cho những làn da nhạy cảm.   Tuy nhiên mình thấy chất vải hơi mỏng, lại còn là những màu sáng nên những vết dơ nên được xả sạch liền bằng nước, tránh để tình trạng hằn ố lên quần. Nếu sử dụng thuốc tẩy để làm sạch quần thì e sẽ ảnh hưởng nghiêm trọng đến chất lượng của sản phẩm. Sản phẩm sẽ không được bền.",4,1
"chất mát, đẹp",5,1
"vải mặc đẹp, mát. mình mua tới 3 lần rồi",5,1
"giao hàng nhanh, hàng đúng mẫu",5,1
Đẹp,5,1
ok,4,1
"hàng bằng vải cô tông , mát , thấm hút mồ hôi tốt , chất lượng đạt chuẩn theo giá tiền , 10 quần 1 side XL nhưng không đều có 3 cái hơi lớn cở XXL , nhìn chung đạt 4 sao",4,1
Ok,5,1
sp mình chưa mặc. song nhìn cách đóng gói. nhãn mác đầy đủ là ok rồi. đợi hôm nào sử dụng rồi nxet tiếp,5,1
Đóng gói đẹp,5,1
ok,5,1
"Giá hợp lý, chất liệu thoáng mát, không bị ngấn, rất thoải mái. Luôn ủng hộ shop",5,1
"Chất vải mịn,mát, sẽ ủng hộ tiếp",5,1
"cực kỳ hài lòng, vải cotton đẹp, đường may cẩn thận nói chung rất ok đáng mua",5,1
ok,5,1
Sp ok đáng tiền,5,1
"sản phẩm mềm, mịn hơn của vera. màu bên ngoài nhạt hơn hình 1 chút. ko biết có giãn nhiều ko vì ko thấy ôm lắm. mọi người mua nên lùi 1-2 size.",5,1
good,4,1
"chất vải thun lạnh, ôm dáng, size chuẩn. đóng gói đẹp, nhãn mác rất tốt. màu sắc rất đẹp. thanks tiki",5,1
Hàng đẹp giá cũg ok nữa,5,1
"Giao hàng nhanh, đúng size, vải mềm k mỏng",5,1
sợ ok,5,1
vải mềm mua sale khoảng 15k/ c cũng khá okie ạ,5,1
tot,5,1
ok,5,1
"Rất Ok, dễ chịu",5,1
"Chất liệu vải mềm, màu sắc cũng dễ thương. Tính ra chỉ 20k 1 cái thì quá ổn.",4,1
OK.Hai lòng,5,1
Vải hơi giày dặn. Ai thích mỏng thì loại này chưa hợp nha,5,1
"Đúng như quảng cáo ""Form quần ôm vừa vặn, định hình tốt, tôn lên vòng 3"" sản phẩm tốt đẹp. chất mặc thích. giao hàng ok",5,1
Hàng này xài OK. Đóng gói cẩn thận,4,1
trên cả tuyệt vời,5,1
"quần mặc thoải mái nhưng bị lằn mông bạn nào hay mặc váy hoặc đồ mỏng, bó thì ko nên chọn",5,1
"Quần đường may rất cẩn thận. mà chất mát. Modal cũng là chất liệ thoáng chứ ko phải thun lạnh hay gì đâu nhé. chỉ tiếc là hơi nhiều màu sáng. Nếu nhiều màu tối thì giặt giũ tiện hơn. Đợt mình mua có 180k, bh quay lại giá 450k. Đúng là rất hời",5,1
"chất mềm, giá sale rẻ. Hài lòng",5,1
Tiki đóng gói và giao hàng nhanh. Mình nhận được đầy đủ các màu. Cám ơn shop. Chất liệu khá tốt. Sẽ ủng hộ tiếp,4,1
giao hàng thân thiện. nhưng quần thì cứ như của các bô lão mặc í. U32 mua mà lại đem cho bà ngoại U56.,4,1
ok như mọi khi vẫn mua,5,1
"Chat luong tot, mau ma dep",5,1
"mông mình là 97 cm, mà mình chọn size M, mua về mặc cũng khá rộng đối với màu trắng, còn những màu khác thấy cũng bình thương, nhưng thôi thì hàng giảm giá thì chấp nhận thôi",4,1
"Nhận hàng mình thấy khá là đẹp mắt, đóng gói cẩn thận. Điểm này thì mình khá ưng!  Chất liệu vải mềm  Nhưng chất liệu thành phần k phải cotton",4,1
ok okokkkkkklll,5,1
ok,5,1
.,5,1
Tốt,5,1
"Chất cotton thoáng mát, giày phơi thun vẫn dày dặn, mình có đặt mua thêm Điểm trừ là kiểu dáng không thời trang",5,1
vải khá là oke,5,1
"Quần lót dùng hàng ngày rất thoải mái, chất liệu tốt, chuẩn size. Mình highly recommend mọi người mua sản phẩm này, giá rẻ nhưng chất lượng k hề tồi chút nào đâu.",5,1
Thích,5,1
"Vải mềm, mặc thoáng, chất liệu oke",5,1
"Chất liệu cotton hơi mỏng so với mong đợi, mình từ mua bên Leflair cũng thương hiệu này nhưng chất thun co giãn dễ chịu hơn hẳn. Nhìn chung mua được với giá như vậy. Tạm hài lòng!",4,1
"nhận dc sản phẩm không giống với hình ảnh mẫu gì hết, chất liệu vải tạm ổn,",2,0
mỏng. nhẹ. mát. dễ chiu. màu đủ như hình tuy nhiên đóng gói có bụi và cũ kỹ,5,1
ok,5,1
1 số cái vải mùn dễ rách,1,0
hàng ok,5,1
Quần OK. Chất coton. Đường may chắc chắn. Mình 48 kg nhưng chọn size L vì ko thích mặc bó nịt vào Mông.,5,1
Mặc êm khít tuyệt vời,5,1
"Mặc ổn ạ. E mua 1 set 10 rồi lần này lại đặt mua tiếp nè. Chất mềm, co dãn tốt, thấm mồ hôi.",5,1
mình rất thích chất liệu modal của hãng. giá trị cũng rất ổn trong tầm giá.,5,1
"Sản phẩm như hình quảng cáo, chất liệu mềm, co dãn, thoáng mát nhưng chất vải hơi mỏng, đánh giá 4*",4,1
Tiki dạo này giao hàng quá tệ. Đặt hàng lúc nào cũng bị giao trễ. Có đơn còn trễ hơn cả tuần mới giao. Quà tặng kèm thì gửi *** là đã làm đơn gửi đi nhưng đến khi nhận hàng thì ko có quà.,2,0
"Sản phẩm tốt, vải mỏng, nhẹ, sờ cũng mát, giá hợp lý. tiki giao hàng nhanh. mình mua đợt giá 199k.",4,1
Tot,4,1
"Chất vải có vẻ khá dễ nhão, tuy nhiên khó có thể đòi hỏi hơn với giá chưa đến 20k. Có điều bảo thanh toán bằng zalopay được giảm 30k mà mình lại ko được giảm???",4,1
Nhiều hàng đẹp rất hài lòng shipper dễ thương,5,1
Hài lòng,5,1
"Vải êm, thoáng mát, size chuẩn.",5,1
"Quần mặc thoáng mát, dễ chịu, sẽ tiếp tục mua sử dụng trong những lần sau",5,1
"vải mềm mại, mát, mặc rất thích, cảm ơn shop bà tiki rất nhiều, sẽ tiếp tục ủng hộ tiki",5,1
tốt,5,1
San phẩm đep y hinh,5,1
"Sản phẩm ưng ý, đã mua lần 2",5,1
ok,5,1
"Giao hàng nhanh, giá hợp lý, vải mát, sẽ tiếp tục ủng hộ.",5,1
Bx rat thich,5,1
"Chất liệu tốt, thoải mái. Vừa nhận hàng đã thấy thích, cảm nhận mềm mại. Nhà mình vừa có người kêu mình mua thêm 1 combo nữa. Giá cả phải chăng,hợp lý mà không lo vì sức khỏe. Mình rất an tâm khi sử dụng sản phẩm này.",5,1
mẫu đẹp nhưng mình lấy số to quá,4,1
"Mặc thoáng, thấm hút mồ hôi tốt, co giản thỏa mái. Đường may chắc chắn không bị sổ chỉ",5,1
giao hàng nhanh đóng gói đẹp chắc chắn mẫu mã đẹp rất ưng sẽ ủng hộ tiki tiếp,5,1
"đóng gói đẹp, mặc vừa, thoải mái, được nhiều màu, toàn màu mình thích và dễ mặc đồ. Rất hài lòng.",5,1
được mua 2 lần rồi xài khá ổn nhưng cũng dễ bẩn,4,1
"Mua bộ này lần 2, chất lượng đảm bảo, màu sắc trung tính.",5,1
"sản phẩm khá tốt, thông thoáng và dễ sử dụng, chất liệu mềm, lúc đầu mình tưởng bí những lúc dùng thì khá hài lòng. Điểm trừ duy nhất là màu hơi sáng nên giặt giũ hơi bất tiện, nhưng hoàn toàn hài lòng",5,1
"Mình nhận được sản phẩm, cảm giác ban đầu là hài lòng về màu sắc và kiểu dáng như hình, chất thun mềm và mỏng nhẹ, nhưng khi xem nhãn đính trên sản phẩm thì 92% Nylon và 8% Spandex chứ không phải thun coton như Tiki miêu tả.",4,1
..mkno,4,1
"Chất liệu nylon mà lại đi bảo là cotton. Không giống như miêu tả sản phẩm. Một hành động *** dối khách hàng. Ừ thì cũng ráng mang về mặc, nhưng vừa giặt được một nước là giãn ra. Nói chung không đáng đồng tiền.",1,0
"giao hàng đúng hẹn, đầy đủ 10 cái, chất lượng thì cực kì tốt, đóng gói cẩn thận",5,1
"Tôi đã nhiều lần mua combo quần lót Miley Lingerie. Sản phẩm lần này chất liệu thun co giãn tốt, mềm, mịn, thấm hút mồ hôi. Tuy nhiên, size quần rộng hơn so với những lần mua cùng size trước đây.",4,1
hài lòng phù hợp túi tiền. tiki đóng gói kỉ chỉ có mua 10 nhưng chỉ có 5 màu.,4,1
"Tôi hài lòng với sản phẩm này.  chỉ có ba màu cơ bản nhưng chất liệu thoáng mát, đẹp, may kĩ, hàng có thương hiệu, xuất xứ. Ủng hộ.",5,1
cung ok .mong rang cang dung cang thich. dao hang nhanh,4,1
"hàng mềm thấm hút tốt, ghét cái là nhanh dãn.",5,1
"Sản phẩm mặc rất thíchko bị đau hay siết thịt, vải cũng mềm mát nữa . Rất thích",5,1
ổn,4,1
"Chất liệu hàng thấy mịn và mát nhưng mình đặt L mà giao toàn XL nên sử dụng được,gọi đến hot line thì toàn báo bận.Mong kiti đổi hàng lại trong thời gian sớm,tkd",4,1
"Chất vải thoáng mát, vừa vặn dáng người Tuy nhiên 10 bộ mà mình có tới 3 màu trắng, 3 màu kem nhạt hơi bị nhiều màu sáng quá",5,1
Tiki giao hàng trễ hơn một chút so với ngày dự kiến?. Sản phẩm đóng gói đẹp. Quần size L to như XL ?. Nói chung hài lòng với sản phẩm ?,4,1
"Đồ lót chất liệu thoáng, tốt",5,1
ok,4,1
"Rất hài lòng . Chất vải mịn , mát , đường may sắc sảo . Trong tương lai chắc chắn sẽ mua khi cần .",5,1
Đã đặt hàng 3 lần rất ưng ý,5,1
Thấm hút tốt. Mặc vừa vặn.,5,1
"Quần dễ thương lắm, chất thích dã man. Lần sau sẽ ủng hộ tiếp ?",5,1
"Chất liệu mềm, thoáng mát, thấm hút mồ hôi tốt. Sẽ ủng hộ",5,1
"Giao hàng nhanh, đóng gói cẩn thận. Co dãn tốt, thoải mái. Tiếc một chút là thông số chưa chuẩn xác lắm.",4,1
quần rất đẹp. chất thun cotton mềm mịn.,5,1
"Đẹp, chất liệu vải tốt, mặc ôm vừa vặn và dễ chịu, rất hài lòng với chất lượng sản phẩm",5,1
"Chất thun mềm , mịn, thoáng, chất lượng tốt hơn mong đợi.  Giá tốt.",5,1
Rất hài lòng,5,1
"Chất liệu mịn, êm thấm hút tốt",5,1
Mới nhận hàng thì thấy ok,5,1
"mới khui thử 5 cái, thấy tốt, ưng rồi đó, sẽ còn sử dụng tiki dài dài",5,1
Sản phẩm chất lượng👍,5,1
"mua combo 10 cái, mà nhận được có 5 cái. Xưa giờ mua trên TIKI vẫn tin tưởng, hôm nay quá thất vọng!!!!!",1,0
Quần ok,5,1
"rất đẹp,  chất liệu tốt,  mặc thấy thoải mái,  mọi người nên mua",5,1
"Tiki giao hàng nhanh, đóng gói kỹ. Quần cotton mặc thoải mái, rất tốt",5,1
Hàng đẹp,5,1
"Sản phẩm tốt, kiểu dáng ok, chất lượng và giá cả phù hợp. Mình hài lòng với sản phẩm. Tiki đóng gói và giao hàng mình rất hài lòng.",5,1
"tôi không hài lòng lắm,gì sản phẩm không như tôi nghĩ",1,0
Chất vải thì được nhưng thiết kế với mình mặc chưa được thoải mái,5,1
"sản phẩm đẹp, chất lượng tốt, mặc thoải mái, mình rất hài lòng",5,1
Tot,5,1
"Phù hợp với giá tiền, mặc tầm 4-6 tháng thì nên thay1 lần",4,1
"giao đúng hàng, vải đẹp",5,1
"Tôi đã dùng hàng Miley và rất yêu thích nhãn hiệu này ,những mẫu quần lót đẹp,chất liệu co dãn,mặc rất mát,from dáng chuẩn,lần này mua loạt quần thun cotton màu sắc nhã nhặn mặc cho mùa hè cực thích luôn",5,1
"So với giá thì đáng đồng tiền bát gạo Giá hạt dẻ, có nguồn gốc xuất xứ rõ ràng Nên mua nha các b",5,1
Đặt tikinow giao nhanh 2g vì muốn cầm trên tay xem form quần thế nào. Cảm thấy ưng ý vì giá tốt vải mát. Hy vọng form đẹp,5,1
ok,5,1
"chất lượng khá tốt,size chuẩn ,màu trang nhã,mình rất thích",5,1
Mặc mát bím,5,1
Mình dùng sản phẩm này thấy Ok lắm nhé. Mua lần thứ 2 rồi vẫn thấy hài lòng,5,1
"Đóng gói lịch sự, hàng dùng ổn hợp với giá tiền, như hình. hàng nhẹ thoải mái , làm sao cho viết đủ 50 ký tự để đăng vậy trời",5,1
"tiki giao nhầm hàng cho mình. đã gọi điện đến tổng đài mà k thấy ai gọi lại....,???????",1,0
hàng sài cũng đc nhưng chất liệu vải k đc đẹp giao hàng cug nhanh,4,1
Giao hàng size rộng,2,0
vải mềm giá tốt,5,1
"ship hàng cực nhanh gọn lẹ. quần thoáng mát, dễ chịu. mình size M nhưng mua L. mặc không hằn mông, thoải mái",5,1
Màu sắc ngẫu nhiên nhưng tạm ổn Hihi Phải được lựa màu thì dễ hơn ?,5,1
"Sản phẩm tốt, thoải mái, tiki giao hàng nhanh",5,1
Rất tốt mong công ty ra những sản phẩm uy tín chất lượng,5,1
"Sản phẩm được đóng gói bao bì nhựa sạch đẹp,  như mô tả trên TIKI. Thấy khá tốt.",4,1
Sản phẩm okie. Coa thể xài đc! Tuy nhiên size XL hơi lớn!,4,1
"quần mặc rất ok, sẽ tiếp tục ủng hộ shop",5,1
"quần khá tốt, size vừa mông, chất liệu mát",5,1
"Vải xấu, màu tệ hơn hình. mua rồi ko biết vứt đâu. lần đầu thất vọng về tiki",1,0
"Sp đề không phải cotton nên hơi e ngại vì mình hơi kén chất liệu không thông thoáng. Nhưng sp này mình sd thấy hài lòng. Mềm, nhẹ, thoáng mát. Đường may đẹp, màu sắc nhã nhặn. Giá tốt cho sp.",5,1
"Đẹp, giá rẻ, sp chất lượng",5,1
"Mình từng sử dụng sản phẩm của Miley trước đây, so với các thương  hiệu đồ lót khác, mình rất hài lòng về chất lượng và kiểu dáng của Miley.",5,1
"mua hàng của tiki rất nhiều lần rồi và lần nào cũng ưng ý. Quần đẹp, co giãn tốt, thấm hút mồ hôi. Đóng gói đẹp, cẩn thận, giao hàng nhanh.",5,1
"giao hàng nhanh, vừa vặn, rất ưng ý nè",5,1
Mình chót nhận hàng mà không kiểm tra giờ mở ra thất vọng quá. 1 túi có lẫn mấy loại quần liền mà.m vải nhão nhão khó chịu lắm chắc vài bữa là bung thôi,2,0
"chất lượng vải tốt, giao hàng nhanh",5,1
tốt,5,1
Hàng chuẩn,5,1
"san pham dep, giao hang nhanh, chat luong san pham dung voi mô ta.",4,1
"Chất vải rất thích nhưng lỡ mà dây bẩn ra thì giặt rất khó sạch. Nói chung là hài lòng, có thể đặt mua lại lần nữa.",5,1
Sản phẩm phù hợp với giá tiền,4,1
"Chất vải tốt, mình đã dùng và giặt tay vài lần mà k bị xù hay giãn vải. Kiểu đang cơ bản ok. Size to hơn bình thường khoảng 1/2 size nha",5,1
Dep chuan hai long ?,5,1
Sản phẩm tốt thoáng mát dễ chịu,5,1
Mình mua sp này 3 lần rồi .rất Ok,5,1
Không nên mua ạ.,1,0
"Màu sắc như hình, mặc đẹp dễ chịu, rất vừa ý. Mới mặc đã thích ngay. Ko biết sau khi giặt có xuống màu và mau giãn ko thì chưa biết.",4,1
"Hàng đóng gói đẹp,chất liệu vải mềm ,mịn như mong đợi..sẽ tiếp tục chọn sản phẩm Miley Lingerie",5,1
"Đường may chắc chắn, vải mềm, giá cả hợp lý, bao bì gọn, đẹp, lịch sự cũng thích hợp làm quà tặng",5,1
"Giao hàng siêu nhanh, đặt từ tối hôm qua, gần trưa hôm nay đã nhận được hàng rồi. Size chuẩn, vải mềm mịn, giao đều màu.",5,1
nice,5,1
"Quần đẹp , chất thum mát ,",4,1
"Rất hài lòng. Chất mềm mịn,mát.",5,1
"Dùng tốt, không có gì xấu cả, hài lòng 50 50 50 50 ký tự",4,1
"Chất lượng, giá cả hợp lí",5,1
"Chất liệu thoáng mát nhưng quần nhanh cũ, bị bai dão.",4,1
Sản phẩm chất lượng vừa với giá tiền. Màu sắc basic đẹp.,5,1
Chất vải rất tốt nha. Nói chung rất hài lòng về sản phẩm,5,1
Bộ 10 Quần Lót Nữ Modal Miley Lingerie chất vải ổn. Quần có kích thước chuẩn. Nên mua,4,1
"Rất tốt, mặc không có cảm giác đang mặc quần lót luôn",5,1
"Nghi ngờ về nguồn gốc, xuất xứ của sản phẩm. Tên sản phẩm không được in lên vỏ chai mà được dán bằng tờ giấy rời. Tờ giấy dán cũng rất cẩu thả, lệnh trên lệch dưới như trên hình.",2,0
Hàng không đúng của 3M. Tên và logo của sản phẩm được in trên giấy quấn trên thân ống xịt bằng băng keo. Đã xịt thử và không tẩy được băng keo trên kính.  Nghi ngờ hàng dỏm.,1,0
"Chất lượng đang kiểm chứng, nhưng thấy quảng cáo có tặng khăn 3M nhưng khi nhận hàng lại không thấy?Đề nghị kiểm tra hoặc cập nhật rõ chính sách bán hàng.",4,1
"Sản phẩm chất lượng, xịt phát chảy nhựa đường ra liền. Ngon lành cành đào",5,1
Đã nhận được hàng đúng như mẫu đặt nhưng ko có khăn lau tặng kèm như quảng cáo,4,1
Có ghi tặng kèm khăn mà không thấy,2,0
Không có kèm khăn như khuyến mãi. Hàng chất lượng và đóng gói kỹ. Giao đúng như kế hoạch,4,1
Tốt,5,1
"Chai tẩy 3M thực sự rất hữu dụng luôn nha,trước đây khi chưa biết đến ẻm thì mình rất vất vả để loại bỏ những vết băng keo trên đồ dùng mà vẫn không sạch hết được mình thực sự khó chịu với những vết băng keo nv. Từ ngày rước ẻm về mọi chuyện nhẹ nhàng hơn nhiều! ?",5,1
"Cảm thấy ko tin tưởng hàng này lắm, giống hàng giả khi tem dán thiếu trên hụt dưới, vết dán nhăn nheo ko chất lượng như hàng chính hãng 3M mà mình hay dùng, mọi người nên cân nhắc trước khi mua!",2,0
Quảng cáo mua 1 chai tặng 1 khăn 3m mà nhận hàng ko có .thất vọng shop,1,0
Hàng chính hãng. Đóng gói cẩn thận. Chưa sài nên chưa chắ về chất lượng. Nhìn bề ngoài ổn,5,1
"Hiệu quả sử dụng kém, làm hỏng bề mặt nếu lau trên bề mặt nhựa cứng",2,0
"Hàng đúng như quảng cáo, đóng gói chắc chắn. Đã dùng thử",5,1
"tẩy kéo cực kỳ hiệu quả, đáng tiền",5,1
Sản phẩm tốt. Se ung hộ lần nữa,4,1
"Giao hàng nhanh, đóng gói kỷ, sp chính hãng... đả *** trên oto dán decal, xịt một lần đợi khoảng 20s dùng vải lau nhẹ nhàng là sạch keo.",5,1
"Sản phẩm đúng mô tả, tẩy tốt các vết keo, khuyến nghị các bạn nên xịt xong tầm 3-5s lau bằng khăn ướt, hoặc khăn mềm sẽ cho hiệu quả cao, hơi nặng mùi xăng.",5,1
Sản phẩm nhập chính hãng 3M. Chất lượng rất tốt. Nhưng sản xuất 11/2021 hết hạn 11/2023 nên mình cho 4 sao.,4,1
Dùng rất hiệu quả,5,1
"Giao đúng giờ,chưa biết chất lượng ra sao vì chưa sử dụng",5,1
"Không tẩy được keo phim cách nhiệt bà con nhé, xịt cả chục lần vẫn vậy.",4,1
Xịt xong khoảng 10s lấy khăn lau là bay keo hết 👍,5,1
"Dùng ok, có chút mùi gần giống xăng nhưng rửa tay là hết.",5,1
Tác dụng như kỳ vọng,5,1
Chất lượng nha. Hình ảnh lấy tạm thôi,5,1
"Tem dán nhăn nhúm như hàng giả, tẩy đa năng nhưng tẩy đc mỗi nhựa đường, nhựa cây thì dùng xà phòng+ nước nóng dùng cái này tốn công, nói chung ko nên mua.",2,0
Chất lượng rất ok,5,1
Dùng quá tốt. Keo mình dán vào cửa gỗ tìm đủ mọi cách tẩy k ra. Xịt lên đợi chút xíu r lau nhẹ đã sạch sẽ r. Còn k bị phai màu sơn trên gỗ nữa. Quá tuyệt vời,5,1
"Chưa dùng thử, chưa biết thế nào, tạm để 4 sao. Sẽ quay lại review sau.",4,1
Rất hài lòng,5,1
Chất lượng quá tốt. Tiết kiệm đc nhiều so với đem ra tiệm.,5,1
Hiệu quả nhưng mùi hơi nồng.,5,1
